id,Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
263,335,Poland,-0.24,0.78,-0.51,0.11,-0.5,-0.23,0.28,0.17,0.22,-0.2,-0.39,-1.34,-0.5,-0.29,1.28,-0.26,-1.34,-0.2,-1.41,0.72,-0.3,9.44,-0.54,3.99,4.62,-0.94,0.75,0.55,0,0.23,0.1,0.43,0,0.01,-1.21,-5.37,0.04,-0.08,-0.47,0.08,0.57,0.23,0.46,-4987.99,-1.09,0.95,3.81,11.66,0.29,0.18,-1.22,-1.48,0,0.16,0.95,0.21,0.77,0.28,-110.61,2.48,-0.79,0,0,0,0,125.69,-121.55,-348.14,-134.41,27.5,29.41,0.37,0.55,0.95,0.95,-0.88,-0.65,0.83,0.89,1.03,0.13,0.11,3
264,337,Poland,-0.09,2.06,-1.56,0.2,-2,-0.09,-0.51,0.31,-1.06,-0.03,-0.05,-0.2,-0.11,-0.03,0.49,-0.02,-0.28,-0.03,-0.28,0.94,-0.03,0.58,-2.55,4.02,6.18,0.03,0.19,0.18,0,0.33,3.41,-0.95,0,0.07,-0.11,-3.19,0.18,-0.01,-0.02,0.19,1.95,-1.73,-1.55,-16506.05,0.08,-0.1,11.41,1.33,0.16,0.51,-4.05,-0.83,0.25,0.11,0.34,0.05,0.99,0.05,8.34,0.27,-3.15,0,0,0,0,-70.43,-842.99,-10780.97,-2226.23,74.43,121.66,0.3,0.34,1.01,1.39,3.91,-0.29,1.39,1.46,2.08,1.83,3.87,3
265,339,Poland,0.01,1.02,-0.31,0.59,-0.93,0.01,-0.02,0.39,-0.02,0.01,0.01,0.02,0.02,0.01,0.98,0.01,0.02,0.01,0.02,0.92,0.01,-4.52,-0.57,3.93,2.62,-0.36,0.52,0.39,0,0.4,0.97,0.23,0,0.03,0.02,0.04,0.32,0.04,0.11,0.44,0.77,-0.03,0.43,-2684.52,-0.46,-14.27,1.87,1.77,0.51,0.71,-1.32,0.43,0,0.02,0.05,0.02,0.07,0.02,1.16,0.04,2.98,0,0,0,0,-1965.07,4287.57,791.43,5482.74,34.67,63.34,1.04,1.05,0,0,0,0,0,0,0,0,0,3
266,341,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.1,0.87,m,1.21,0.86,1.17,0.86,0.21,3
267,345,Poland,0.03,0.6,0.06,1.34,0.03,0.04,0.68,0.98,0.4,0.07,0.23,0.11,0.08,0.18,1.68,0.11,0.04,0.07,0.03,0.37,0.16,-2.63,0.08,3.55,0.61,0.17,5.11,1.53,0.98,0.98,0.13,0.82,1,0.01,0.07,0.18,0.31,0.13,0.13,0.4,0.18,0.53,1.08,218,0.08,1.04,5.31,18.04,5.45,1.28,-0.14,0.52,0.97,0.06,0.07,0.11,0.16,0.36,-33.15,0.27,0.97,0,0,0,0.04,933.62,9039.56,2897.9,5606.19,376.36,495.02,1.02,1.03,0,0,0,0,0,0,0,0,0,3
268,346,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,m,m,m,m,m,m,m,m,3
269,347,Poland,-0.79,3.59,-3.14,0.12,-48.64,-0.8,-0.72,0.97,-2.59,-0.63,-0.22,-0.65,-0.41,-0.18,0.28,-0.21,-0.82,-0.74,-0.81,46.04,-0.17,4.23,-5.52,3.07,3.62,0.28,0.55,0.55,0,1.23,13.54,-2.57,0,0.02,-0.76,-6.01,0.08,-0.57,-0.59,0.12,3.57,-4.56,-4.52,-3726.47,0.3,-0.01,7.44,4.15,0.27,1.71,-1.75,-3.28,0.7,0.24,0.25,0.07,10.82,0.07,8.1,0.56,-0.33,0,0,0,0,-1666.86,-5379.28,-7573.63,-5859.31,4320.73,7598.31,m,m,0.97,1.04,0.4,m,0.85,1.15,1.02,0.9,0.14,3
270,350,Poland,0,0.36,-0.04,0.82,-0.78,0,1.76,0.68,0.64,0.01,0.01,0.04,0.02,0.08,2.76,0.03,0,0.01,0,1.42,0.08,-1.11,-0.05,3.27,0.5,0.02,3.11,1.86,0.68,0.69,0.93,0.78,1,0.12,0.02,0.04,0.62,0.02,0.03,0.49,0.22,0.78,0.95,-71,0,0.23,15.32,6.25,3.13,0.83,-0.13,0.05,0.79,0.03,0.05,0.1,0.24,0.16,61.34,0.2,3.3,0,0,0,0,736.12,284088.52,23418.11,44411.58,469.43,571.55,0.93,0.93,1.2,1.14,0.46,49.94,1.38,0.67,1.98,0.31,-3,3
271,351,Poland,0.04,0.72,-0.25,0.59,-0.15,0,0.4,0.98,0.28,0.01,-0.01,0,0.01,-0.01,1.4,0.01,0,0.01,0.04,0.43,0.05,-0.7,-0.39,3.69,0.73,0.04,1.63,1.37,0.98,1,2.04,0.4,1,0.19,0.01,0.28,0.38,0,0,0.5,0.6,0.44,0.61,-1213,0.13,0.4,7.8,8.71,1.63,1.52,-0.38,-1.96,0,-0.02,-0.02,-0.03,-0.16,-0.03,-0.32,-0.05,-1.74,0,0,0,0,1659.43,-109433.75,m,44762.52,470.19,728.98,1.31,1.32,1.09,0.71,155.63,-20.43,0.91,0.94,1.26,0.14,-1.19,3
272,352,Poland,0.03,0.31,0.11,1.4,0.03,0.03,2.18,0.87,0.69,0.04,0.13,0.11,0.04,0.31,3.18,0.11,0.04,0.03,0.03,0.66,0.29,-5.22,0.17,3.56,0.29,0.05,3.24,2.68,0,0.88,5.98,0.74,0,0.8,0.04,0.78,1.26,0.1,0.11,1.16,0.26,1.08,1.17,381,0.04,0.08,23.5,7.28,3.36,1.38,0.09,2.97,6.33,0.01,0.01,0.03,0.18,0.04,-0.04,0.03,0.29,0,0,0,0,354.36,7047.33,2525.83,7157.38,242.8,382.41,1,0.95,1.71,1.74,-116.38,66.08,1.52,2.57,1.34,-0.57,2.2,3
273,355,Poland,-0.81,0.57,0.15,1.27,-4.2,-0.83,0.72,0.93,0.41,-0.86,-1.49,-0.83,-0.47,-1.34,1.74,-1.51,-0.88,-0.87,-0.86,4.61,-1.31,-23.61,0.5,3.49,0.52,-2.09,3.25,3.13,0.62,0.94,18.69,0.43,0.67,0.2,-0.93,-2.46,0.68,-0.81,-0.87,1.22,0.55,1.39,1.46,459,-1.95,0.05,2.85,3.56,1.69,3.15,-0.11,4.44,-0.3,-0.18,-0.19,-0.32,-9.05,-0.33,-3.72,-0.26,0.21,0,0,0,0,12118.01,-6063.3,-6178.1,-5791.14,5010.29,16872.01,0.8,1.55,m,m,m,0,m,m,m,m,m,3
274,357,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1.23,0.84,0.57,2.31,0.97,0.51,1.06,-0.82,2.91,3
275,359,Poland,-0.05,0.16,0.24,2.61,-0.54,-0.05,5.25,0.41,0.84,-0.05,-0.33,-0.12,-0.1,-0.31,6.25,-0.3,-0.12,-0.05,-0.13,1.38,-0.33,24.01,0.42,3.68,0.39,-0.06,3.1,2.94,0.41,0.42,8.27,0.85,1,0.13,-0.12,-0.16,0.47,0,0,2.47,0.15,1.45,1.46,1157,-0.06,0.01,1.25,7.83,2.68,0.7,-0.17,-0.75,0,0.07,0.17,0.43,8.05,0.46,5.93,0.18,-1.44,0,0,0,0,366.1,-6144.4,m,-6389.29,307.5,529.32,0.93,0.85,0.95,0.98,0.8,m,0.87,0.88,0.96,m,m,3
276,360,Slovakia,-0.04,0.74,0.04,1.56,-1.09,-0.03,0.34,0.33,0.26,-0.02,-0.42,-0.1,-0.06,-0.04,1.34,-0.03,-0.1,-0.02,-0.11,1.35,-0.05,1.75,0.05,3.74,2.16,-0.08,4.8,0.49,0,0.34,0.11,0.92,0,0.26,-0.06,-0.85,0.97,0.02,0.06,0.16,0.08,0.29,1.05,234,-0.15,2.6,7.42,6.25,4.41,0.38,-0.01,m,m,0,0,0,0,0,m,0,0,0,0.02,0,0,151.04,-1206.43,1945.57,-1893.46,38.74,43.94,1.01,0.99,0.98,1.04,0.67,m,0.62,1.04,1.16,0.05,0,3
277,362,Poland,0,0.87,0.01,1.01,-0.02,0,0.16,0.15,0.13,0.03,0.01,0.17,0.2,0.03,1.16,0.02,0.02,0.02,0.02,0.16,0.03,-0.69,0.01,4.26,5.93,0.16,0.24,0.16,0,0.16,1.92,0.42,0,0.58,0.15,0.08,0.94,0.04,0.29,0.68,0.58,0.33,1.01,109.79,0.02,2.11,3.61,0.69,0.25,0.35,-0.25,0.42,2.81,0.01,0.05,0.01,0.03,0.01,40.12,0.01,0.35,0,0,0,0,76.12,3232.57,240.71,475.83,10.26,24.84,0.47,0.44,1.15,1.85,1.61,4.07,1.61,1.36,3,1.02,-0.47,3
278,365,Poland,0.03,0.55,-0.23,0.48,0.03,0.04,0.81,0.37,0.45,0.05,0.09,0.11,0.16,0.07,1.81,0.1,0.11,0.05,0.09,0.42,0.06,-4.05,-0.3,3.63,1.5,0.12,0.75,0.61,0.37,0.39,1.26,0.55,1,0.18,0.14,0.35,0.28,0.08,0.22,0.39,0.45,0.57,0.7,-1001,0.07,0.22,4.06,7.78,0.81,0.47,-0.92,0.31,0,0.1,0.27,0.18,1,0.22,4.22,0.46,1.91,0,0,0,0,149.51,1679.39,832.21,1264.66,66.9,85.51,1.11,1.11,1.08,0.96,0.73,0.92,0.83,1.1,1.06,1.27,0.13,3
279,369,Poland,0.01,0.57,-0.12,0.74,0.01,0.01,0.74,1.33,0.43,0.04,0.03,0.06,0.03,0.15,1.74,0.07,0.01,0.04,0.01,0.41,0.15,-1.61,-0.19,3.66,0.41,0.09,2.77,2.26,1.33,1.34,1.94,0.53,1,0.11,0.03,0.1,0.44,0.11,0.08,0.6,0.47,0.65,0.81,-562,0.03,0.25,9.32,8.59,2.83,2.03,-0.21,0.11,0.54,0.13,0.1,0.23,1.24,0.28,97.73,0.38,3.37,0,0,0,0,1395.1,40474.93,5444.84,15401.28,594.65,910.48,0.98,1,0.93,0.87,1.06,m,0.94,0.73,1.18,0.92,1.19,3
280,370,Poland,-0.13,0.96,-0.18,0.44,-1.35,-0.13,0.04,0.37,0.04,-0.09,-0.41,-0.24,-0.22,-0.09,1.04,-0.1,-0.36,-0.09,-0.36,1.39,-0.09,2.47,-0.2,3.86,2.63,-2.58,1.48,0.48,0.37,0.37,0.06,0.69,1,0.01,-0.25,-1.29,0.12,-0.05,-0.14,0.14,0.31,0.04,0.8,-1268,-3.62,18.01,3.61,10.09,1.16,0.42,-0.6,-1.01,0.32,0.13,0.35,0.13,0.2,0.41,-434.13,0.93,-1.4,0,0,0,0,1185.36,-327.45,-835.14,-459.71,42.73,49.65,0.72,0.77,m,m,m,m,m,m,m,m,m,3
281,375,Czech Republic,0,0.4,-0.03,0.92,-0.34,-0.45,1.53,0.03,0.6,-0.44,-1.14,-17.71,-0.96,-1.14,2.53,-1.11,-17.71,-0.44,0,0.94,0,32.21,-0.05,3.37,13.8,-0.73,1.19,1.19,0,0.03,m,0.6,0,0.11,-17.33,0,0.26,-0.39,-15.47,0.92,0.4,0.95,0.95,-73,0,0,0.1,0.44,0.06,0.04,-0.61,m,m,0,0,0,m,0,m,0,0,0,0,0,0,32671.88,-43867.48,-50204.48,-44834.64,19740.94,31054.67,m,m,0.86,0.74,1.6,-0.24,1.8,0.69,0.47,1.26,-0.68,3
282,376,Poland,0.01,0.23,0.11,1.69,-0.38,0.03,3.38,0.85,0.77,0.03,0.16,0.03,0.04,0.11,4.38,0.13,0.03,0.03,0.01,1.15,0.02,-7.19,0.15,3.27,0.25,0.04,5.16,3.67,0.85,0.87,3.45,0.84,1,0.12,0.04,0.12,1.4,0.12,0.14,1.2,0.16,1.06,1.16,208,0.01,0.09,17.99,4.11,5.26,1.18,0.08,0.16,0,0.04,0.04,0.15,0.54,0.22,-1.57,0.13,1.18,0,0,0,0,3889.27,116042.58,25386.3,100100.83,3001.59,4139.69,0.88,0.87,1.93,1.92,1.4,8.44,m,0.7,2.49,3.09,-2.06,3
283,377,Poland,-0.23,0.25,0.64,10.78,-0.8,-0.23,3,0,0.75,-0.22,-3.44,m,-0.85,-0.75,4,-0.91,m,-0.23,m,1.55,-0.75,675.23,2.18,3.85,m,-0.3,4.06,1.06,0,0.04,3.82,0.93,m,10.3,m,m,10.78,-0.22,m,2.82,0.07,2.55,3.18,4576,-0.3,0.25,m,0,0,0,2.82,1.44,-0.24,-0.16,m,-0.63,-0.85,-2.39,-0.45,-0.22,0.69,0,0,-0.01,0,6522.89,-21728.19,-22086.94,-21561.4,4891.29,16638.83,m,1.04,0,0,0,0,0,0,0,0,0,3
284,378,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,0,1.16,2.12,0.94,m,1.43,4.8,3.92,m,m,3
285,383,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.15,1,2.09,0.65,0.3,0.79,1.61,-0.01,3
286,384,Slovakia,-0.25,0.6,-0.08,0.85,-0.97,-0.25,0.67,0.96,0.4,-0.25,-0.5,-0.26,-0.21,-0.42,1.67,-0.42,-0.26,-0.25,-0.26,1.37,-0.42,96.83,-0.13,2.88,0.61,-0.62,2.41,2.04,0,0.97,2.93,0.49,0,0.02,-0.26,-1.51,0.52,-0.21,-0.22,0.72,0.51,0.71,0.87,-58,-0.63,0.22,5.72,3.78,1.89,1.69,-0.2,m,m,0,0,0,0,0,m,0,0,-0.01,0.02,-0.02,0,356.48,-565.3,-677.51,-571.17,143.44,252.1,0.84,0.79,1.33,1.73,-0.46,m,2.76,1.28,0.74,0.11,-0.06,3
287,385,Poland,-0.63,2.07,-1.29,0.09,-1.9,-0.66,-0.52,0.13,-1.07,-0.53,-0.47,-4.99,-0.91,-0.32,0.48,-0.25,-4.99,-0.53,-4.78,0.83,-0.31,3.9,-1.48,4.11,15.61,0.49,0.51,0.35,0.13,0.19,0.15,-0.42,1,0,-3.97,-20.85,0.07,-0.44,-3.31,0.06,1.42,-1.23,-0.48,-16658,0.59,-0.61,4.36,1.45,0.09,0.15,-1.55,-1.06,0,0.6,4.51,0.29,0.91,0.42,1484.6,4.7,-1.13,0,0,0,0,-80.66,-130.45,-196.5,-163.81,86.37,98.97,0.2,0.56,0.88,0.85,3.13,13.22,m,1.91,1.85,28.49,1.91,3
288,386,Poland,0.13,0.69,0.58,2.41,-0.45,0.14,0.44,1.61,0.31,0.15,0.34,0.09,0.09,0.2,1.44,0.19,0.09,0.13,0.08,0.75,0.19,-19.35,515.24,2.74,0.43,0.43,3.6,2.15,0,1.62,1.75,0.59,0,0.05,0.08,0.27,1.19,0.13,0.08,1.44,0.41,268.87,516.24,324.6,0.44,0.92,3.17,3.42,3.88,1413.94,0.05,8.19,0,0.02,0.01,0.02,0.06,0.04,3.06,0.02,0.12,0,0,0,0,4604.76,10108.86,10524.9,10607.92,1405.61,1238095.24,1.36,1.01,1.23,1.49,5.51,-0.85,1.16,0.92,1.52,0.96,18.56,3
289,390,Poland,-2.71,0.22,0.37,2.69,-2.73,-2.7,3.58,0.23,0.78,-2.69,-12.37,-11.41,-0.92,-12.06,4.58,-12.35,-11.7,-2.7,-11.73,3.52,-12.1,231.68,0.9,3.37,-1.12,-3.45,13.41,13.41,1.05,0.23,m,0.78,4.55,2.21,-11.68,m,2.69,-2.63,-11.4,2.69,0.22,1.9,1.9,861,-3.46,0,m,2.18,1.06,0.56,0.13,-1.79,0.04,1.51,6.55,6.92,m,6.92,-10.16,2.57,-0.56,0,0,-0.11,0,33379.02,-9662.71,-9919.51,-9676.34,26086.04,63368.92,0.86,2.59,0.72,0.64,5.95,-22.84,0.45,1.38,0.11,3.45,-0.41,3
290,392,Poland,0.01,0.55,0.01,1.04,0.13,0.03,0.96,0.82,0.53,0.02,0.07,0.08,0.02,0.13,1.82,0.03,0.03,0.02,0.02,0.39,0.11,2.95,0.02,5.89,0.48,0.03,2.21,1.48,0.82,0.83,1.4,0.71,1,0.53,0.02,0.12,0.69,0.06,0.07,0.69,0.37,0.84,1.13,10002,0.03,0.34,6.48,13.6,2.23,1.31,-0.15,0.18,0.54,0.08,0.1,0.15,0.44,0.22,0.83,0.21,4.93,0,0.01,0,0,510.3,10578.35,4498.73,16472.58,267.98,427.76,0.94,0.93,0.78,0.55,0.92,2.21,0.85,1.08,1.29,6.65,-0.9,3
291,393,Poland,0.13,0.06,0.57,10.55,0.16,0.16,15.89,1.18,0.94,0.16,2.75,0.16,0.16,3.15,16.9,2.74,0.14,0.16,0.11,0.78,2.61,-100.59,1.5,3.18,0.02,0.17,17.34,17.34,1.18,1.19,m,0.94,1,0.66,0.14,0.38,4.75,0.19,0.16,10.55,0.06,2.5,2.5,850,0.14,0,3.45,4.89,19.99,3.15,0.22,-1.98,-0.36,-0.07,-0.06,-1.12,m,-1.12,-3.58,-0.11,-0.41,0,0,0,0,128.56,744.11,651.67,746.89,120.91,321.8,1.2,1.06,0.97,0.98,0.11,m,0.87,1.01,1.01,0.05,-5.64,3
292,395,Poland,-0.56,1.19,-0.41,0.47,-1.17,-0.54,-0.16,0,-0.19,-0.55,-0.7,m,-0.95,-0.37,0.84,-0.46,m,-0.55,m,0.98,-0.39,-56.85,-0.63,4.48,m,2.9,0.75,0.48,0,0.02,0.65,0.24,m,0.33,m,-7.16,0.36,-0.45,m,0.3,0.76,-0.29,0.37,-12135,2.92,-2.26,0,0,0,0,-1.06,-2.13,0.37,0.26,m,0.22,0.61,0.34,-0.98,0.74,-0.47,0,0,-0.03,0,-41466.53,-14709.34,-17346.07,-14300.18,7881,12216.98,m,0.92,m,m,m,m,m,m,m,m,m,3
293,396,Poland,-0.04,0.99,-0.17,0.83,-0.04,-0.04,0.01,0.04,0.01,-0.03,-0.04,-1.05,-0.55,-0.04,1.01,-0.04,-1.05,-0.04,-1.05,0.05,-0.04,3.39,-0.93,4.09,26.06,-2.86,0.08,0.08,0.04,0.04,m,0.01,1,0.01,-1.01,-0.95,0.79,0,0,0.83,0.99,0.07,0.07,-2076,-2.98,0,0.91,0.05,0.04,0.21,-2.53,-1.55,0,0.03,0.68,0.03,m,0.03,-1.98,0.03,-0.67,0,0,0,0,316.61,-106.29,m,-110.77,4.23,23.45,0.43,0.17,0,0,0,0,0,0,0,0,0,3
294,397,Poland,-0.27,0.11,0.94,23.86,-0.27,-0.22,8.04,0.3,0.89,-0.22,-5.27,-0.68,-0.42,-1.83,9.04,-1.98,-0.72,-0.22,-0.91,1.16,-2.33,1904.31,40.72,3.14,-1.77,-0.25,12.64,4.68,0.3,0.3,9.69,0.96,1,15.81,-0.73,-0.9,16.49,-0.21,-0.69,8.83,0.04,38.68,41.71,1303,-0.3,0.08,0.99,10.67,7.3,13,1.27,1.27,-0.06,-0.21,-0.71,-1.93,-3.06,-5.21,-0.34,-0.22,0.97,m,m,m,m,m,m,m,m,m,m,m,m,1.02,1.21,0.73,1.31,6.84,1.37,1.12,0.26,-69.74,3
295,399,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,0,0,3
296,400,Poland,-0.12,0.92,-0.07,0.91,-0.61,-0.12,0.09,0.07,0.08,-0.11,-0.16,-1.71,-0.29,-0.13,1.09,-0.13,-1.71,-0.12,-1.71,0.69,-0.13,14.91,-0.21,3.01,12.9,-1.49,0.57,0.46,0,0.3,3.84,0.25,0,0.49,-1.71,-6.75,0.89,m,m,0.74,0.75,0.25,0.79,-68.61,-1.49,2.1,3.95,0.24,0.1,0.22,-0.2,-2.22,0,0.05,0.77,0.06,0.32,0.07,1.7,0.08,-0.45,0,0,0,0,281.05,-188.82,m,-188.28,22.98,71.49,0.08,0.33,8.53,2.11,4.32,m,m,4.07,3.36,2.31,-0.08,3
297,401,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,0,1.03,1.45,-12.21,-16.36,m,4.75,0.71,0.75,1.77,3
298,403,Poland,-0.5,1.57,-0.3,0.31,-0.61,-0.5,-0.36,0,-0.57,-0.49,-1.16,m,-1.02,-0.32,0.64,-0.31,m,-0.49,m,0.04,-0.32,42.24,-0.34,2.78,m,0.86,1.13,0.31,0,0,0.12,0.57,m,0.09,m,m,0.31,-0.49,m,0.08,0.43,-0.65,0.66,-179,0.88,-2.01,m,0,0,0,-0.6,-1.98,0,0.25,m,0.16,0.22,0.58,-74.23,1.89,-0.52,0,0,0,m,0,0,0,0,0,0,m,4.32,m,m,m,m,m,m,m,m,m,3
299,407,Poland,0.04,0.01,0.12,25.24,0.04,0.04,195.66,0.01,0.99,0.04,8.18,7.89,-0.6,8.18,196.66,-1.63,7.89,-0.01,7.89,0.95,8.18,21.59,0.14,4.05,-11.21,-0.01,2.79,2.79,0,0.01,m,0.99,0,12.96,-1.57,m,25.24,m,m,25.24,0.01,1.14,1.14,1380.65,0.04,0,m,0.08,1.04,0.01,-3.45,-1.18,0,-0.04,-6.66,-6.9,m,-6.9,-1.1,-0.27,4.24,0,0,0,0,110.42,2642,m,-13258.08,109.86,126.15,0.39,1.01,1.04,1.26,0.72,-4.72,1,1.31,1.92,0.82,124.47,3
300,408,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,0,0,0,0,0,0,0,0,3
301,409,Poland,-0.1,0.37,0.09,1.26,-0.48,-0.1,1.69,0.08,0.63,-0.1,-0.29,-1.28,-0.56,-0.27,2.69,-0.27,-1.28,-0.1,-1.28,1.11,-0.27,113.84,0.16,2.89,3.14,-0.16,0.51,0.48,0.08,0.08,15.85,0.65,1.01,0.37,-1.27,-3.12,1.17,-0.01,-0.08,1.18,0.35,1.12,1.16,71,-0.16,0.04,2.44,0.28,0.23,0.14,0.33,1.97,0,-0.05,-0.65,-0.14,-1.98,-0.15,-1.87,-0.12,0.51,0,0,0,0,5347.98,-33636.81,-524936,-33906.21,3356.71,5965.18,1.65,0.83,0,0,0,m,m,0,0,m,0,3
302,410,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1.62,-0.05,m,m,0.29,0.32,m,m,3
303,416,Poland,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0,0,0.93,1.11,-0.84,4.31,m,0.98,0.26,-0.21,-0.07,3
304,417,Slovakia,0.02,0.93,0.17,16.8,-2.15,0.04,0.07,0.11,0.07,0.04,3.49,0.33,0.45,0.04,1.07,0.04,0.33,0.04,0.13,2.21,0.02,-92.95,0.21,2.97,6.58,0.57,7.89,0.09,0,0.12,0.2,0.99,0,16.6,0.33,m,16.8,0.07,0.6,0.19,0.01,0.08,1.21,158,0.22,13.8,m,53.5,10.7,0.14,1.99,m,m,0,0,0,0,0,m,0,0,0,0,0,0,672.5,1199.68,654.95,1186.78,44.94,54.87,0.91,0.1,1.28,1.36,0.65,m,0.47,0.46,1.79,0.02,-0.12,3
305,418,Poland,0.67,1.7,-0.52,0.58,-20.71,0.74,-0.41,2.53,-0.7,0.9,0.6,0.29,0.58,0.43,0.59,0.53,0.29,0.9,0.27,20,0.39,-5.55,-1.78,1.43,0.67,-1.29,1.4,1.01,0,2.62,1.49,-0.23,0,0.14,0.36,m,0.58,0.9,0.36,0.42,1.23,-2.4,-0.78,-14.08,-0.96,-0.67,m,4.7,2.06,8.62,-0.28,-2.28,0,-0.3,-0.12,-0.17,-0.62,-0.24,-3.79,-0.42,-0.33,0,0,0,0,-8654.29,8207.7,6722.44,6727.96,6076.62,20737.44,0.83,0.41,m,m,m,m,m,m,m,m,m,3
306,419,Poland,-0.26,0.82,0.16,1.2,-1.64,-0.26,0.31,0.19,0.25,-0.24,-0.31,-1.1,-0.44,-0.26,1.21,-0.31,-1.35,-0.25,-1.35,1.89,-0.26,11.67,13.62,3.03,4.05,-0.99,0.72,0.72,0.19,0.34,m,0.25,1,1.09,-1.32,-4.98,1.14,-0.21,-1.07,1.2,0.82,21.13,21.13,177,-1.01,0,3.7,4.7,0.23,15.92,0.2,25.45,-4.57,-0.01,-0.05,-0.01,m,-0.01,-0.31,-0.01,0.04,0,0,0,0,7299.31,-7194.78,-9030.43,-7362.3,1854.21,154211.91,10.89,1.17,1.03,1.2,-2.07,-3.5,0.85,0.89,0.83,0.18,2.04,3
307,420,Poland,-0.07,0.01,0.99,112,0,-0.07,110.85,0.53,0.99,-0.07,-7.56,-0.13,-0.11,-7.56,111.68,-7.55,-0.13,-0.07,-0.13,0.99,-7.56,m,m,2.05,-0.63,-0.07,66.34,66.34,0,0.53,m,0.99,0,39,-0.13,-0.13,53,0,0,112,0.01,m,m,111,-0.07,0,1,4.21,59,m,0.78,0.1,0,-0.65,-1.22,-72.08,m,-72.08,-1.92,-0.64,9.55,0,0,0,m,0,0,m,0,0,m,m,m,1.23,1.21,-3.75,m,0.24,3.43,0.89,m,m,3
